fpr,tpr
0.1055184960582171,0.2894736842105263
0.10612492419648271,0.2894736842105263
0.10794420861127957,0.29276315789473684
0.10855063674954518,0.29276315789473684
0.11097634930260764,0.29276315789473684
0.11218920557913888,0.29276315789473684
0.11461491813220133,0.29276315789473684
0.11643420254699818,0.29276315789473684
0.1170406306852638,0.29605263157894735
0.11825348696179502,0.29605263157894735
0.12067919951485749,0.2993421052631579
0.1212856276531231,0.2993421052631579
0.1212856276531231,0.3026315789473684
0.12189205579138872,0.3026315789473684
0.12310491206791996,0.3092105263157895
0.1249241964827168,0.3092105263157895
0.12613705275924803,0.3125
0.12856276531231048,0.3157894736842105
0.13038204972710735,0.3223684210526316
0.13038204972710735,0.3256578947368421
0.13159490600363857,0.3256578947368421
0.1328077622801698,0.32894736842105265
0.13523347483323225,0.32894736842105265
0.13705275924802912,0.32894736842105265
0.13765918738629473,0.33223684210526316
0.13826561552456035,0.33223684210526316
0.14190418435415403,0.33223684210526316
0.14251061249241964,0.33223684210526316
0.14251061249241964,0.3355263157894737
0.14311704063068525,0.3355263157894737
0.14372346876895087,0.33881578947368424
0.14372346876895087,0.34539473684210525
0.14432989690721648,0.34868421052631576
0.14493632504548212,0.34868421052631576
0.14493632504548212,0.3519736842105263
0.14554275318374774,0.35526315789473684
0.14918132201334142,0.35526315789473684
0.15039417828987264,0.3618421052631579
0.15160703456640387,0.3618421052631579
0.15281989084293512,0.3651315789473684
0.15524560339599758,0.3651315789473684
0.1558520315342632,0.3684210526315789
0.15827774408732564,0.3684210526315789
0.16130988477865374,0.3684210526315789
0.16130988477865374,0.3717105263157895
0.16191631291691935,0.3717105263157895
0.1637355973317162,0.3717105263157895
0.1643420254699818,0.375
0.16494845360824742,0.375
0.16616130988477865,0.375
0.16798059429957551,0.375
0.16919345057610674,0.375
0.1716191631291692,0.375
0.1722255912674348,0.375
0.17404487568223165,0.375
0.17647058823529413,0.375
0.17828987265009097,0.375
0.18071558520315342,0.375
0.18132201334141904,0.375
0.18253486961795026,0.375
0.18314129775621588,0.375
0.18314129775621588,0.3782894736842105
0.18435415403274713,0.3782894736842105
0.1873862947240752,0.3848684210526316
0.18920557913887204,0.3848684210526316
0.19041843541540326,0.3848684210526316
0.19102486355366888,0.3848684210526316
0.19405700424499697,0.3848684210526316
0.19648271679805943,0.39144736842105265
0.20072771376591875,0.3980263157894737
